First Name,Last Name,Party,Constituency,Gender,Sitting TD,Valid Poll,Quota,Elected on count,Final vote,1st pref,% 1st pref,Count 2,% transfers 2,Count 3,% transfers 3,Count 4,% transfers 4,Count 5,% transfers 5,Count 6,% transfers 6,Count 7,% transfers 7,Count 8,% transfers 8,Count 9,% transfers 9,Count 10,% transfers 10,Count 11,% transfers 11,Count 12,% transfers 12,Count 13,% transfers 13,Count 14,% transfers 14,Count 15,% transfers 15
Claire,KERRANE,Sinn Féin,Roscommon-Galway,Female,No,"45,612","11,404",6,"10,545","8,003",17.50,319,19.10,368,25.80,712,14.80,680,11.00,463,14.10,,,,,,,,,,,,,,,,,,
Orla,LEYDEN,Fianna Fáil,Roscommon-Galway,Female,No,"45,612","11,404",,,"2,953",6.50,171,10.20,73,5.10,"-3,197",0.00,,0.00,,0.00,,,,,,,,,,,,,,,,,,
Eugene,MURPHY,Fianna Fáil,Roscommon-Galway,Male,Yes,"45,612","11,404",,"9,204","4,945",10.80,256,15.30,180,12.60,"1,861",38.70,816,13.20,"1,146",34.90,,,,,,,,,,,,,,,,,,
Denis,NAUGHTEN,Independent,Roscommon-Galway,Male,Yes,"45,612","11,404",5,"14,683","8,422",18.50,635,38.00,362,25.40,"1,447",30.10,"3,817",61.90,,0.00,,,,,,,,,,,,,,,,,,
Julie,O'DONOGHUE,Green Party,Roscommon-Galway,Female,No,"45,612","11,404",,,"1,413",3.10,32,1.90,165,11.60,"-1,610",0.00,,0.00,,0.00,,,,,,,,,,,,,,,,,,
Kenny,TYNAN,Solidarity-People Before Profit,Roscommon-Galway,Male,No,"45,612","11,404",,,422,0.90,20,1.20,-442,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,,,
Declan,BREE,Independents 4 Change,Sligo-Leitrim,Male,No,"60,680","12,137",,,"2,236",3.70,378,13.00,5,3.50,21,5.00,37,6.70,24,2.80,185,14.20,65,4.40,153,8.70,112,5.60,370,14.40,75,2.20,"1,631",46.40,"-5,292",0.00,,0.00
James,CONWAY,Independent,Sligo-Leitrim,Male,No,"60,680","12,137",,,"1,354",2.20,172,5.90,9,6.40,13,3.10,59,10.70,28,3.30,20,1.50,112,7.70,"-1,767",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Nessa,COSGROVE,Labour Party,Sligo-Leitrim,Female,No,"60,680","12,137",,,"1,178",1.90,84,2.90,2,1.40,8,1.90,10,1.80,23,2.70,"-1,305",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Shane,ELLIS,Fianna Fáil,Sligo-Leitrim,Male,No,"60,680","12,137",,,"2,753",4.50,173,6.00,3,2.10,12,2.80,27,4.90,17,2.00,21,1.60,5,0.30,54,3.10,263,13.20,70,2.70,"-3,398",0.00,,0.00,,0.00,,0.00
Frankie,FEIGHAN,Fine Gael,Sligo-Leitrim,Male,No,"60,680","12,137",15,"10,690","5,338",8.80,119,4.10,7,5.00,7,1.70,34,6.10,31,3.60,101,7.70,127,8.70,59,3.30,242,12.20,259,10.10,527,15.50,101,2.90,279,5.30,"3,459",57.90
Bláithín,GALLAGHER,Green Party,Sligo-Leitrim,Female,No,"60,680","12,137",,,"1,791",3.00,166,5.70,10,7.10,28,6.60,24,4.30,33,3.80,351,26.90,20,1.40,52,2.90,100,5.00,"-2,575",0.00,,0.00,,0.00,,0.00,,0.00
Marian,HARKIN,Independent,Sligo-Leitrim,Female,No,"60,680","12,137",14,"12,995","6,972",11.50,490,16.90,19,13.50,43,10.10,46,8.30,121,14.10,250,19.20,194,13.30,367,20.80,460,23.20,717,27.80,444,13.10,711,20.20,"2,161",40.80,,0.00
Martin,KENNY,Sinn Féin,Sligo-Leitrim,Male,Yes,"60,680","12,137",1,"15,035","15,035",24.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Marc,MacSHARRY,Fianna Fáil,Sligo-Leitrim,Male,Yes,"60,680","12,137",15,"10,734","7,004",11.50,178,6.10,9,6.40,47,11.10,27,4.90,138,16.10,80,6.10,119,8.10,131,7.40,184,9.30,138,5.40,"1,091",32.10,154,4.40,591,11.20,843,14.10
Anne,McCLOSKEY,Aontú,Sligo-Leitrim,Female,No,"60,680","12,137",,,368,0.60,40,1.40,16,11.30,-424,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Paul,McWEENEY,National Party,Sligo-Leitrim,Male,No,"60,680","12,137",,,451,0.70,48,1.70,13,9.20,41,9.70,-553,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Gino,O'BOYLE,Solidarity-People Before Profit,Sligo-Leitrim,Male,No,"60,680","12,137",,,"1,746",2.90,637,22.00,5,3.50,24,5.70,44,8.00,31,3.60,139,10.70,42,2.90,208,11.80,100,5.00,502,19.50,37,1.10,"-3,515",0.00,,0.00,,0.00
Mary,O'DONNELL,Independent,Sligo-Leitrim,Female,No,"60,680","12,137",,,46,0.10,9,0.30,-55,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Oisin,O'DWYER,Renua,Sligo-Leitrim,Male,No,"60,680","12,137",,,75,0.10,11,0.40,-86,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Bernie,O'HARA,Independent,Sligo-Leitrim,Female,No,"60,680","12,137",,,650,1.10,49,1.70,13,9.20,87,20.50,60,10.80,-859,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
John,PERRY,Independent,Sligo-Leitrim,Male,No,"60,680","12,137",,,"1,367",2.30,39,1.30,,0.00,7,1.70,15,2.70,25,2.90,11,0.80,"-1,464",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Eamon,SCANLON,Fianna Fáil,Sligo-Leitrim,Male,Yes,"60,680","12,137",,"9,316","6,246",10.30,109,3.80,2,1.40,13,3.10,17,3.10,47,5.50,27,2.10,398,27.20,327,18.50,99,5.00,86,3.30,722,21.20,100,2.80,216,4.10,907,15.20
Thomas,WALSH,Fine Gael,Sligo-Leitrim,Male,No,"60,680","12,137",,,"4,760",7.80,49,1.70,2,1.40,7,1.70,8,1.40,30,3.50,60,4.60,302,20.60,124,7.00,70,3.50,175,6.80,62,1.80,84,2.40,242,4.60,"-5,975",0.00
Sean,WYNNE,Independent,Sligo-Leitrim,Male,No,"60,680","12,137",,,"1,310",2.20,147,5.10,15,10.60,45,10.60,81,14.60,222,25.80,16,1.20,28,1.90,121,6.80,"-1,985",0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Garret,AHEARN,Fine Gael,Tipperary,Male,No,"81,788","13,632",,"11,499","6,206",7.60,67,5.70,54,1.80,226,6.80,284,6.00,197,3.60,"3,592",57.90,460,6.50,413,27.60,,,,,,,,,,,,
Martin,BROWNE,Sinn Féin,Tipperary,Male,No,"81,788","13,632",8,"14,046","10,004",12.20,122,10.40,178,6.00,530,16.00,373,7.90,598,11.00,159,2.60,"2,082",29.50,,0.00,,,,,,,,,,,,
Dolores,CAHILL,Irish Freedom Party,Tipperary,Female,No,"81,788","13,632",,,521,0.60,6,0.50,-527,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Jackie,CAHILL,Fianna Fáil,Tipperary,Male,Yes,"81,788","13,632",9,"12,939","7,940",9.70,231,19.70,777,26.00,166,5.00,"1,695",35.70,875,16.00,434,7.00,417,5.90,404,27.00,,,,,,,,,,,,
Sandra,FARRELL,Fianna Fáil,Tipperary,Female,No,"81,788","13,632",,,"2,233",2.70,42,3.60,"-2,275",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Imelda,GOLDSBORO,Fianna Fáil,Tipperary,Female,No,"81,788","13,632",,,"4,082",5.00,57,4.90,492,16.50,118,3.60,"-4,749",0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Joe,HANNIGAN,Independent,Tipperary,Male,No,"81,788","13,632",,,"4,715",5.80,111,9.50,307,10.30,180,5.40,148,3.10,"-5,461",0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Seamus,HEALY,Independent,Tipperary,Male,Yes,"81,788","13,632",,,"5,829",7.10,37,3.20,84,2.80,356,10.70,350,7.40,280,5.10,122,2.00,"-7,058",0.00,,0.00,,,,,,,,,,,,
Alan,KELLY,Labour Party,Tipperary,Male,Yes,"81,788","13,632",9,"13,222","7,857",9.60,122,10.40,466,15.60,837,25.20,336,7.10,"1,772",32.40,745,12.00,638,9.00,449,30.00,,,,,,,,,,,,
Michael,LOWRY,Independent,Tipperary,Male,Yes,"81,788","13,632",1,"14,802","14,802",18.10,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Mattie,McGRATH,Independent,Tipperary,Male,Yes,"81,788","13,632",8,"15,127","9,321",11.40,212,18.10,282,9.40,337,10.20,995,21.00,580,10.60,751,12.10,"2,649",37.50,,0.00,,,,,,,,,,,,
Mary,NEWMAN JULIAN,Fine Gael,Tipperary,Female,No,"81,788","13,632",,,"4,926",6.00,128,10.90,95,3.20,369,11.10,212,4.50,476,8.70,"-6,206",0.00,,0.00,,0.00,,,,,,,,,,,,
Rob,O'DONNELL,Green Party,Tipperary,Male,No,"81,788","13,632",,,"3,170",3.90,31,2.60,114,3.80,"-3,315",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Marese,SKEHAN,Independent,Tipperary,Female,No,"81,788","13,632",,,182,0.20,4,0.30,-186,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Mary,BUTLER,Fianna Fáil,Waterford,Female,Yes,"53,758","10,752",7,"11,233","6,644",12.40,662,6.70,414,18.20,"1,219",38.30,928,20.20,161,3.00,"1,205",21.70,,,,,,,,,,,,,,,,
Ronan,CLEARY,Aontú,Waterford,Male,No,"53,758","10,752",,,"1,049",2.00,377,3.80,"-1,426",0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,
David,CULLINANE,Sinn Féin,Waterford,Male,Yes,"53,758","10,752",1,"20,569","20,569",38.30,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,
John,CUMMINS,Fine Gael,Waterford,Male,No,"53,758","10,752",,"8,477","4,592",8.50,444,4.50,83,3.70,365,11.50,300,6.50,96,1.80,"2,597",46.80,,,,,,,,,,,,,,,,
Úna,DUNPHY,Solidarity-People Before Profit,Waterford,Female,No,"53,758","10,752",,,"1,153",2.10,"3,208",32.70,468,20.60,115,3.60,500,10.90,"-5,444",0.00,,0.00,,,,,,,,,,,,,,,,
Damien,GEOGHEGAN,Fine Gael,Waterford,Male,No,"53,758","10,752",,,"4,289",8.00,249,2.50,34,1.50,103,3.20,798,17.30,76,1.40,"-5,549",0.00,,,,,,,,,,,,,,,,
Eddie,MULLIGAN,Fianna Fáil,Waterford,Male,No,"53,758","10,752",,,"2,654",4.90,439,4.50,87,3.80,"-3,180",0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,
Marc,Ó CATHASAIGH,Green Party,Waterford,Male,No,"53,758","10,752",7,"9,738","3,996",7.40,"1,384",14.10,251,11.10,345,10.80,897,19.50,"2,245",41.20,620,11.20,,,,,,,,,,,,,,,,
Bernadette,PHILLIPS,Independent,Waterford,Female,No,"53,758","10,752",,,324,0.60,521,5.30,-845,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,
John,PRATT,Labour Party,Waterford,Male,No,"53,758","10,752",,,"3,498",6.50,808,8.20,147,6.50,149,4.70,"-4,602",0.00,,0.00,,0.00,,,,,,,,,,,,,,,,
Matt,SHANAHAN,Independent,Waterford,Male,No,"53,758","10,752",7,"10,708","4,990",9.30,"1,725",17.60,531,23.40,639,20.10,691,15.00,"1,551",28.50,581,10.50,,,,,,,,,,,,,,,,
James,BROWNE,Fianna Fáil,Wexford,Male,Yes,"75,073","12,513",11,"11,660","8,058",10.70,404,6.50,396,26.20,55,3.50,162,8.00,76,2.80,95,2.20,"1,186",24.00,653,10.90,103,24.70,472,6.40,,,,,,,,
Malcolm,BYRNE,Fianna Fáil,Wexford,Male,Yes,"75,073","12,513",,"9,537","6,145",8.20,193,3.10,203,13.40,23,1.40,76,3.80,110,4.10,93,2.10,692,14.00,374,6.20,85,20.40,"1,543",20.90,,,,,,,,
Ger,CARTHY,Independent,Wexford,Male,No,"75,073","12,513",,,"3,024",4.00,579,9.30,143,9.40,177,11.10,514,25.50,199,7.40,"1,102",25.30,266,5.40,"-6,004",0.00,,0.00,,0.00,,,,,,,,
Jim,CODD,Aontú,Wexford,Male,No,"75,073","12,513",,,"1,518",2.00,347,5.60,40,2.60,110,6.90,"-2,015",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,
Michael,D'ARCY,Fine Gael,Wexford,Male,Yes,"75,073","12,513",,,"6,472",8.60,105,1.70,33,2.20,46,2.90,36,1.80,165,6.10,65,1.50,98,2.00,337,5.60,38,9.10,"-7,395",0.00,,,,,,,,
Brendan,HOWLIN,Labour Party,Wexford,Male,Yes,"75,073","12,513",8,"12,930","9,223",12.30,688,11.10,209,13.80,151,9.50,180,8.90,869,32.40,987,22.60,623,12.60,,0.00,,0.00,,0.00,,,,,,,,
Paul,KEHOE,Fine Gael,Wexford,Male,Yes,"75,073","12,513",11,"11,537","6,337",8.40,118,1.90,28,1.80,39,2.50,52,2.60,103,3.80,35,0.80,348,7.10,356,5.90,72,17.30,"4,049",54.80,,,,,,,,
Lisa,McDONALD,Fianna Fáil,Wexford,Female,No,"75,073","12,513",,,"1,351",1.80,60,1.00,"-1,411",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,
Bart James,MURPHY,Independent,Wexford,Male,No,"75,073","12,513",,,68,0.10,35,0.60,-103,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,
Verona,MURPHY,Independent,Wexford,Female,No,"75,073","12,513",11,"11,849","5,825",7.80,673,10.80,166,11.00,177,11.10,277,13.70,132,4.90,570,13.10,"1,194",24.20,"1,981",33.00,119,28.50,735,9.90,,,,,,,,
Johnny,MYTHEN,Sinn Féin,Wexford,Male,No,"75,073","12,513",1,"18,717","18,717",24.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,
Seanie,O'SHEA,Independents 4 Change,Wexford,Male,No,"75,073","12,513",,,825,1.10,728,11.70,37,2.40,"-1,590",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,
Paula,ROSEINGRAVE,Green Party,Wexford,Female,No,"75,073","12,513",,,"2,028",2.70,346,5.60,25,1.70,185,11.60,99,4.90,"-2,683",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,
Michael,SHEEHAN,Fianna Fáil,Wexford,Male,No,"75,073","12,513",,,"4,366",5.80,142,2.30,166,11.00,40,2.50,103,5.10,64,2.40,51,1.20,"-4,932",0.00,,0.00,,0.00,,0.00,,,,,,,,
Deirdre,WADDING,Solidarity-People Before Profit,Wexford,Female,No,"75,073","12,513",,,"1,116",1.50,"1,786",28.80,30,2.00,444,27.90,223,11.10,760,28.30,"-4,359",0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,
Joe,BEHAN,Independent,Wicklow,Male,No,"71,320","11,887",,,"2,988",4.20,677,12.50,8,6.70,10,4.60,32,10.30,90,8.30,320,23.70,97,4.90,338,13.80,340,12.50,790,17.00,251,4.70,246,4.20,"-6,187",0.00,,0.00
John,BRADY,Sinn Féin,Wicklow,Male,Yes,"71,320","11,887",1,"17,297","17,297",24.30,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Sharon,BRIGGS,Solidarity-People Before Profit,Wicklow,Female,No,"71,320","11,887",,,"1,037",1.50,"1,207",22.30,11,9.20,7,3.20,16,5.20,57,5.20,68,5.00,45,2.30,"-2,448",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Pat,CASEY,Fianna Fáil,Wicklow,Male,Yes,"71,320","11,887",,,"4,473",6.30,196,3.60,5,4.20,6,2.70,9,2.90,87,8.00,72,5.30,62,3.10,26,1.10,153,5.60,234,5.00,"-5,323",0.00,,0.00,,0.00,,0.00
Seamus,CONNOR,Aontú,Wicklow,Male,No,"71,320","11,887",,,"1,051",1.50,157,2.90,3,2.50,6,2.70,22,7.10,112,10.30,"-1,351",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Valerie,COX,Independent,Wicklow,Female,No,"71,320","11,887",,,"1,805",2.50,302,5.60,8,6.70,13,5.90,16,5.20,91,8.40,135,10.00,110,5.60,244,10.00,"-2,724",0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Stephen,DONNELLY,Fianna Fáil,Wicklow,Male,Yes,"71,320","11,887",15,"11,018","5,467",7.70,163,3.00,7,5.90,13,5.90,16,5.20,41,3.80,74,5.50,98,5.00,36,1.50,198,7.30,188,4.00,"3,062",57.50,661,11.40,858,13.90,136,9.00
Andrew,DOYLE,Fine Gael,Wicklow,Male,Yes,"71,320","11,887",,"8,860","4,940",6.90,104,1.90,9,7.60,7,3.20,15,4.80,72,6.60,38,2.80,149,7.50,24,1.00,215,7.90,370,8.00,560,10.50,"1,844",31.70,441,7.10,72,4.70
Tom,DUNNE,Independent,Wicklow,Male,No,"71,320","11,887",,,478,0.70,124,2.30,3,2.50,7,3.20,17,5.50,-629,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Anthony,FITZGERALD,Independent,Wicklow,Male,No,"71,320","11,887",,,79,0.10,14,0.30,-93,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Eileen,GUNNING,National Party,Wicklow,Female,No,"71,320","11,887",,,399,0.60,40,0.70,1,0.80,,0.00,17,5.50,-457,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Simon,HARRIS,Fine Gael,Wicklow,Male,Yes,"71,320","11,887",15,"11,838","8,765",12.30,120,2.20,5,4.20,23,10.50,16,5.20,19,1.70,20,1.50,161,8.20,42,1.70,198,7.30,176,3.80,229,4.30,"1,487",25.60,491,7.90,86,5.70
Charlie,KEDDY,Independent,Wicklow,Male,No,"71,320","11,887",,,219,0.30,70,1.30,7,5.90,14,6.40,-310,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
William,KING,Independent,Wicklow,Male,No,"71,320","11,887",,,20,0.00,6,0.10,-26,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
John,LARKIN,Independent,Wicklow,Male,No,"71,320","11,887",,,173,0.20,39,0.70,7,5.90,-219,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
Steven,MATTHEWS,Green Party,Wicklow,Male,No,"71,320","11,887",15,"9,622","5,634",7.90,430,7.90,15,12.60,16,7.30,19,6.10,45,4.10,140,10.40,330,16.70,443,18.10,338,12.40,303,6.50,125,2.30,276,4.70,994,16.10,514,33.90
Paul,O'BRIEN,Labour Party,Wicklow,Male,No,"71,320","11,887",,,"1,727",2.40,185,3.40,3,2.50,12,5.50,9,2.90,20,1.80,19,1.40,"-1,975",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
John,SNELL,Independent,Wicklow,Male,No,"71,320","11,887",,,"3,050",4.30,547,10.10,4,3.40,41,18.70,21,6.80,119,11.00,108,8.00,297,15.00,165,6.70,302,11.10,"-4,654",0.00,,0.00,,0.00,,0.00,,0.00
Billy,TIMMINS,Fine Gael,Wicklow,Male,No,"71,320","11,887",,,"4,679",6.60,117,2.20,2,1.70,5,2.30,9,2.90,123,11.30,116,8.60,87,4.40,22,0.90,123,4.50,146,3.10,384,7.20,"-5,813",0.00,,0.00,,0.00
Jennifer,WHITMORE,Social Democrats,Wicklow,Female,No,"71,320","11,887",14,"13,405","7,039",9.90,912,16.90,15,12.60,30,13.70,39,12.60,60,5.50,113,8.40,427,21.60,787,32.10,565,20.70,"1,161",24.90,257,4.80,470,8.10,"1,530",24.70,,0.00
